제목,내용,날짜,추천수,조회수
"현대차그룹, 반려동물 이동부터 미용까지…통합 서비스 운영","레이 EV 개조[현대차·기아 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 최평천 기자 = 현대차그룹은 반려동물과 전기차를 기반으로 한 반려동물 통합 모빌리티 서비스인..",04/26,0,417
"독 폭스바겐그룹, ‘자율주행 화물밴’ 연구 돌입",독일 폭스바겐그룹이 오는 2025년을 목표로 자율주행 화물밴의 상용화에 속도를 내고 있다. 물류 전문매체 플릿 트랜스포트(fleet transtport) 등 외신은 지난달..,04/26,0,327
전동화 3년…10명 중 1~2명 전기상용차 산다,"[이슈점검] 전기상용차 3년 시장 분석전기버스, 수도권 중심 보급…점유율 17%전기트럭, 작년 240배 급성장…점유율 9%
 

 
국내 친환경 상용차 시장이 빠른..",04/26,0,210
부산시 대포차·무단방치 자동차 등 집중단속,"부산시청[부산시 제공]
 
(부산=연합뉴스) 김재홍 기자 = 부산시는 5월 한 달간 구·군 및 한국교통안전공단 부산본부, 자동차정비조합, 경찰 등과 합동으로 불법 자동차 집..",04/26,1,275
"""우리나라는 전기차 보조금 줄이는데…독일·일본은 늘려""","한국자동차연구원 산업동향 보고서""전기차 가격 하락 예상보다 오래 걸릴수도…탄력적 운영 필요""
 
전기 자동차[게티이미지뱅크 제공. 재판매 및 DB 금지]
 
(서울..",04/26,0,283
"쌍용차, 임원부터 30% 줄인다…노조에도 고통 분담 요구할 듯","""회생 핵심은 구조조정""…노조는 희생 강요에 반발26일 생산 재개키로…외국계 납품 거부에 정상적 조업 지속은 미지수
(서울=연합뉴스) 장하나 기자 = 법정관리 10년 만에 다시 기업회생 ..",04/26,0,282
"`MZ세대의 반란` 현대차 사무직 노조, 26일 설립신고서 제출","노조위원장은 20대 현대케피코 직원
 
현대차 사무직 노조 설립 총회[대상노무법인 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 권희원 기자 = 현대자동차그룹..",04/26,0,260
`자동화 아닌 디지털화`…벤츠 첨단 생산기지 팩토리56,"내연기관차부터 전기차까지 한 라인에서 생산""근로자 수 줄여야 하는 상황은 발생하지 않아""

메르세데스-벤츠 팩토리 56[메르세데스-벤츠 코리아 제공. 재판매 및 DB 금지]
 ..",04/26,0,198
올해 1분기 미국에서 판매된 소형 SUV 3대 중 1대는 한국GM,"트레일블레이저 선전…판매 2위 차지
 
인천항 부두에서 선적 직전 대기중인 한국GM 차량
[한국GM 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 권희원 기..",04/26,0,285
"한국GM 사장, 이달 초 미국 본사 출장…반도체 등 현안 논의","출국 정지 해제 직후 미국행…미래 경쟁력 강조한 듯
 
카허 카젬 한국GM 사장[연합뉴스 자료사진]
 
(서울=연합뉴스) 최평천 기자 = 최근 법원에서 출국 정지 ..",04/26,0,196
[시승기] 국내 픽업트럭 자존심…쌍용차 `렉스턴 스포츠 칸`,"더 뉴 렉스턴 스포츠 칸[쌍용차 제공. DB 및 재판매 금지]
 
(서울=연합뉴스) 최평천 기자 = 국내 픽업트럭의 자존심 쌍용차 '더 뉴 렉스턴 스포츠 칸'(이하 스포츠 ..",04/26,0,614
"포르쉐코리아, 올해 타이칸 라인업 강화…""변화의 원년 될 것""","지난해 한국 판매량 전세계 5위…역대 최대 실적포르쉐 최초 CUV 모델 '타이칸 크로스 투리스모'도 출시

포르쉐 신형 911 타르가[포르쉐코리아 제공. 연합뉴스 자료사진]
 ..",04/23,1,4602
"현대차, 내년 아이오닉6 출시…2025년 전기차 56만대 판매 목표","전기차 시장 공략 박차…2030년께 전고체 배터리 양산 계획
 
현대차, '2021 상하이 국제 모터쇼' 참가(서울=연합뉴스) 현대자동차가 19일 중국 상하이 컨벤션 센터에서 ..",04/23,0,3342
"현대차그룹, 세계적 AI 석학 조경현 교수 자문위원으로 영입","모빌리티산업 선도할 AI 기술 연구개발 방향 수립 등 자문
(서울=연합뉴스) 장하나 기자 = 현대자동차그룹이 인공지능(AI) 분야 세계적인 석학을 잇달아 자문위원으로 영입하며 자체 AI ..",04/23,0,582
"`깜짝 실적`에도 못 웃는 현대차·기아…""5월 반도체 보릿고개""","SUV 판매 증가에 미국·인도 등에서 '훨훨'
반도체 부족 사태 장기화 조짐…코로나 재확산세 등 불확실성 지속
(서울=연합뉴스) 장하나 기자 = 현대차와 기아가 제네시스와 레저용 차량(..",04/23,0,556
해를 넘겨 이어진 르노삼성 임단협…노조 부분파업 돌입,"노조 ""시간끌지 말고 사측 제시안 내놔야…파업강도 높일 것""파업 참여율 낮고 노노갈등 조짐도…일부 노조 ""고용 흔드는 파업"" 비판
 
르노삼성차 노조 파업 집회[르노삼성차 노조..",04/23,2,458
"일진하이솔루스, 완주에 수소연료저장 솔루션 연구센터 세운다","올해 126억원 투자하기로…시장 상황 고려해 제조공장 증설도 검토
 
일진하이솔루션·완주군 투자협약[일진하이솔루스 제공. DB 및 재판매 금지]
 
(서울=연합뉴스..",04/23,0,270
"법원 ""카젬 한국GM 사장 출국정지 연장 처분 취소하라""","카허 카젬 한국GM 사장[연합뉴스TV 제공]
 
(서울=연합뉴스) 황재하 기자 = 근로자를 불법 파견한 혐의로 재판에 넘겨진 카허 카젬 한국지엠(GM) 사장이 출국정지 처분..",04/23,0,364
[시승기] 올해 가장 `핫`한 전기차…`움직이는 거주공간` 아이오닉 5,"센터 콘솔 뒤로 밀자 옆좌석 이동 수월…7분 충전에 주행가능거리 86㎞ 늘어디지털 사이드미러로 사각지대 해소…V2L로 감성 캠핑도

 현대차 아이오닉 5[현대차 제공. 재판매 및 DB ..",04/23,0,759
"BMW, 뉴 M3 컴페티션 세단·뉴 M4 컴페티션 쿠페 국내 출시","(서울=연합뉴스) 장하나 기자 = BMW 코리아가 뉴 M3 컴페티션 세단과 뉴 M4 컴페티션 쿠페를 국내에 공식 출시한다고 22일 밝혔다.
 
BMW 뉴 M3 컴페티션 세단·뉴..",04/22,2,3255
벤츠AMG 앰배서더에 배우 주지훈 선정…전용 멤버십 출범,"메르세데스-AMG 브랜드 앰배서더 배우 주지훈(왼쪽), 메르세데스-벤츠 코리아 마크 레인(Mark Raine) 제품 & 마케팅 부문 총괄 부사장(오른쪽) [메르세데스-벤츠코..",04/22,0,1807
국내 최초 `2층 전기버스` 수도권 누빈다....현대차 1호차 전달,"384kWh 배터리 탑재…완충 시 약 447km 주행현대차, 올해 상·하반기 수도권에 20대 공급 계획
 

국산기술로 만든 2층 전기버스가 4월 말부터 인천시 연수구와 ..",04/22,0,1175
현대차 1분기 판매 질주…영업익 1조6천566억원으로 작년 2배,"매출 8.2% 증가한 27조3천909억원…반도체 부족·코로나 재확산 우려 여전올해 친환경차 판매 본격화…아이오닉 5 등 내세워 글로벌 시장 공략
(서울=연합뉴스) 장하나 기자 = 현대차의..",04/22,1,604
폭스바겐그룹 직원 66만명 기후보호 위해 1시간 일 멈춘다,"지구의 날 맞아 전세계 직원 참여 캠페인
(서울=연합뉴스) 장하나 기자 = 폭스바겐그룹이 지구의 날(4월22일)을 맞아 그룹 산하 12개 브랜드와 전 세계 66만명의 직원이 함께 1시간 ..",04/22,0,233
현대차·항공안전기술원 손잡고 K-UAM 산업 발전에 박차,"국내 UAM 산업·인증 기술 개발 MOU…인력·기술·지적재산 등 교류신재원 사장 ""안전·기술 개발에 필수 파트너…K-UAM 산업 발전 기여""
(서울=연합뉴스) 장하나 기자 = 현대차가 국..",04/22,0,190
"현대차, 전기차 구매 법인에 충전기 무상 대여한다","에스트래픽과 제휴해 'EV 충전 솔루션' 서비스 운영
(서울=연합뉴스) 장하나 기자 = 현대차가 전기차를 구매하는 법인 고객을 대상으로 충전기 설치부터 사용, 보수, 철거까지 전 과정을 ..",04/22,0,396
"한국GM 보령공장, 자동변속기 누적 생산 500만대 돌파","카허 카젬 사장 보령공장 방문
한국지엠 카허 카젬 사장이 21일 GM의 자동변속기를 생산하고 있는 충남 보령공장을 방문했다. 카허 카젬 한국지엠 사장이 임직원들과 함께 보령공장 생산과..",04/22,0,325
"화물운전자들의 든든한 버팀목 화물복지재단,신규 복지사업 발굴·시행에도주력","화물운전자들의 든든한 버팀목 화물복지재단신규 복지사업 발굴·시행에도 주력한다
 
학업, 의료, 생계, 사업운영, 교통안전 등 전방위적 화물차주 지원
 

&nbs..",04/22,0,338
폭스바겐 첫 순수 전기 SUV ID.4 `월드 카 오브 더 이어` 수상,"(서울=연합뉴스) 장하나 기자 = 폭스바겐코리아는 폭스바겐의 첫 번째 순수 전기 스포츠유틸리티차(SUV)인 ID.4가 '월드 카 오브 더 이어 2021'을 수상했다고 21일 밝혔다.
&n..",04/22,0,429
르노삼성차 차세대 핵심 XM3 1년…내수·수출 확대 기대감,"3월 내수 판매 34.4% 증가…유럽 현지 반응도 좋아
 
르노삼성차 XM3[르노삼성차 제공]
 
(부산=연합뉴스) 조정호 기자 = 르노삼성자동차가 야심 차게 내놓..",04/22,3,526
"현대차, 2021 쏘나타 센슈어스 출시…국민차에 역동성 더했다","2021 쏘나타 센슈어스[현대차 제공. DB 및 재판매 금지]
 
(서울=연합뉴스) 최평천 기자 = 현대차는 2021 쏘나타 센슈어스를 출시했다고 21일 밝혔다.
&nbs..",04/21,0,3514
"""보조금 없어도 괜찮아요"" 뜨거워지는 럭셔리 전기차 시장","제네시스 G80 전동화 모델 2분기 출시, 벤츠 더 뉴 EQS도 연내 나와
 
제네시스, 'G80 전동화 모델' 세계 최초 공개(서울=연합뉴스) 제네시스가 19일 상하이 컨벤션..",04/21,0,1780
"르노삼성차, 르노 조에 전국 지자체 시승 행사","르노 조에[르노삼성자동차 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 권희원 기자 = 르노삼성자동차는 한국전기자동차협회와 함께 전국 주요 지방자치단체에서 지역 주민과..",04/21,2,869
"현대차, 3년 연속 적자 낸 현대로템 철도 사업 매각 검토","(서울=연합뉴스) 장하나 기자 = 현대차그룹이 현대로템의 매각을 추진하는 것으로 알려졌다.
 
현대로템이 제작한 KTX-이음[현대로템 제공. 재판매 및 DB 금지] photo@..",04/21,2,1138
`양극재 생산` 중국 롱바이 한국공장 충주메가폴리스에 건립,"(충주=연합뉴스) 박재천 기자 = 중국 롱바이의 한국공장인 재세능원 양극재 1단계 공장 착공식이 21일 충북 충주시 대소원면 충주메가폴리스산업단지 내 외국인투자지역에서 열렸다.
 ..",04/21,0,346
"볼보트럭, 유럽서 대형 전기트럭 3종 선봬...내년 하반기 양산","최대 주행거리 300km...FM, FH 트랙터로, FMX는 덤프로기존 중대형 모델에 대형 더해 6종 전기트럭 풀라인업 구축2030년까지 전기트럭 판매율 절반 계획…수소트럭 제작도
&nb..",04/21,0,471
코나 EV 국내 단종 수순…전용 전기차 출시로 판매 감소 영향,"해외 판매는 지속할 듯
 
 
현대차 코나 일렉트릭[현대차 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 권희원 기자 = 현대차의 코나 전기차(EV..",04/21,2,567
"현대차 ""현대로템 매각 추진중 아냐""…노조 ""매각 반대""","현대로템[촬영 이충원]
 
(서울·창원=연합뉴스) 최평천 한지은 기자 = 현대차가 ""현대로템 지분 매각 등을 추진하고 있지 않다""며 현대로템 매각설을 부인했다.
 ..",04/21,0,340
"현대차, 차량용 반도체 수급 차질로 멈췄던 아산공장 생산 재개","현대차 아산공장, 반도체 수급난에 잠시 멈춤[연합뉴스 자료사진]
 
(서울=연합뉴스) 권희원 기자 = 현대차는 차량용 반도체 수급 차질로 지난주에 이어 이번 주에도 이틀간 ..",04/21,0,282
쌍용차 조기 정상화 위한 민·관·정 협력회의 개최,"정용원 법정관리인 ""뼈를 깎는 노력으로 회사 다시 살릴 것""
(평택=연합뉴스) 최해민 기자 = 10년 만에 다시 법정관리를 받게 된 쌍용자동차의 조기 정상화를 위한 민·관·정 협력회의가 ..",04/21,0,259
"현대차, 지구의 날 맞아 방탄소년단과 수소 에너지 알린다","현대자동차-방탄소년단, 지구의 날 맞아 ""우리는 기다리지 않는다"" 영상 공개[현대자동차 제공. 재판매 및 DB 금지]
 
(서울=연합뉴스) 권희원 기자 = 현대자동차는 지구..",04/21,0,172
"르노트럭, 2030년 전기트럭 매출 비중 35%로",스웨덴 볼보그룹의 계열사인 르노트럭이 2030년 전기차 매출 비중을 35%로 확대할 방침이다. 이를 위해 신차를 출시하고 연구·개발(R&D)과 판매 전담 조직을..,04/21,0,325
르노삼성 2교대 전환 제안에 노조 거부…XM3 물량확보 차질 우려,"XM3 물량 확대 대비해 휴직자 조기복귀 제안…노조, 직영사업소 유지 주장
(서울=연합뉴스) 장하나 기자 = 대규모 적자로 비상 경영에 돌입한 르노삼성차가 유럽 수출 물량 확대를 위해 2..",04/21,2,547
의정부시도 수소차 충전소 설치 추진,"(의정부=연합뉴스) 김도윤 기자 = 경기 의정부시는 그린뉴딜 사업의 하나로 수소차 충전소 설치를 추진한다고 20일 밝혔다.
 
우선 기존 주유소나 LP·천연가스 충전소에 설치하..",04/21,0,238
"산업장관, 佛르노그룹에 차량용 반도체 수급 협조 요청","프로보 해외사업총괄 부회장과 면담…르노는 환경규제 완화 건의
 
성윤모 장관, 르노그룹 부회장 면담(서울=연합뉴스) 성윤모 산업통상자원부 장관이 20일 서울 중구 롯데호텔에서 ..",04/21,0,169
"평택시, `쌍용차 살리기 범시민대책위` 구성키로","21일 평택공장서 '정상화 민관정 협력회의' 개최
(평택=연합뉴스) 최해민 기자 = 경기 평택시는 10년 만에 다시 법정관리에 들어간 쌍용자동차의 조기 정상화를 위해 '쌍용차 살리기 범시..",04/20,0,658
3년만에 상품성 높여 돌아온 기아 더 뉴 K3…1천738만원부터,"스포티한 디자인에 첨단 주행안전·편의사양 대거 적용GT 모델도 함께 출시…임시완 출연 TV 광고·복합몰 전시 마케팅
(서울=연합뉴스) 장하나 기자 = 기아는 역동적인 스타일의 준중형 세단..",04/20,0,2113
도심 속도 하향에 반응 엇갈려…일부 차량 속도제한 기능에 안도,"르노삼성차, 모든 승용 차량에 속도 제한 기능 기본 적용현대차·기아, 일부 차량에 수동·지능형 속도 제한 보조 기능
(서울=연합뉴스) 장하나 기자 = 전국 도시의 차량 제한 속도가 일반도..",04/20,1,1148
